2310,"weapon.CM530BabyCOM_v2.desc","The BabyCOM is an ultra high velocity Light Machine Gun that dreams are made of. Firing special Composite Carbon rounds at 25,000 metres per second has the advantage of tremendous penetration."
2311,"weapon.CM330_v2.name","CM 330"
2312,"weapon.CM330_v2.desc","The CM 330 has a short barrel, and unique ""tearaway"" clip system for rapid reloading. Slightly reduced calibre on the 330 improves weight and handling of the weapon."
2314,"weapon.CM800Jupiter_v2.name","CM 800 Jupiter"
2313,"weapon.CM800Jupiter_v2.desc","Not exactly the most subtle sniper rifle, the Jupiter is designed not for stealthy removal of a key target, but the high profile frying of the target and any adjacent bodyguards. True CM showboat style."
2315,"weapon.Tombstone_v2.name","Tombstone"
2316,"weapon.Tombstone_v2.desc","The twin-bullet sabot Tombstone is the Smokestack entry into the machine gun class. Closer to an assault rifle than a machine gun the Tombstone packs quite a punch with simply appalling accuracy."
2318,"weapon.LoneStar_v2.name","Lone Star"
2317,"weapon.LoneStar_v2.desc","The Lone Star is a magazine fed semi-auto grenade launcher. The most stylish way to reduce objects and organic targets to smouldering rubble by far."
2319,"weapon.Proposition_v2.name","Proposition"
2320,"weapon.Proposition_v2.desc","Mix of classic and modern, this triple-barreled machine gun has a walnut stock. Oversized and extremely heavy, it is savagely powerful in the right hands."
2322,"weapon.HIKS3100_v2.name","HIKS 3100"
2321,"weapon.HIKS3100_v2.desc","Sometimes called 'Hellfire' for the red color of plasma bolts fired from it. Each bolt explodes on impact, making the weapon devastating on tightly packed groups of targets."
2323,"weapon.Luftplatzen_v2.name","Luftplatzen"
2324,"weapon.Luftplatzen_v2.desc","The Luftplatzen is a shotgun-sized weapon that fires a solid projectile that bursts into a cone of flame on impact."
2326,"weapon.Hotspot_v2.name","Hotspot"
2325,"weapon.Hotspot_v2.desc","Uses intensified microwave energy to destroy organic targets easily."
2328,"weapon.Heartburn_v2.name","Heartburn"
2327,"weapon.Heartburn_v2.desc","The Heartburn uses ultra high temperature incendiary rounds to incinerate targets from within. Feels like you've swallowed molten steel. Through the front of your chest."
2329,"weapon.Shredder_v2.name","Shredder"
2330,"weapon.Shredder_v2.desc","Shoots 3 bladed disks at high velocity. Hardened titanium-steel alloy edges allow for riccochets around corners. Deadly against unarmoured targets."
2332,"weapon.Ronson70_v2.name","Ronson 70"
2331,"weapon.Ronson70_v2.desc","Ronson's top of the range assault rifle. Highly tuned electromechanics generate incredibly accurate and powerful plasma bolts."
2334,"weapon.ShotliteTempest_v2.name","Shotlite Tempest"
2333,"weapon.ShotliteTempest_v2.desc","A light and highly mobile full auto 5 pellet shotgun. Lower penetration but excellent crowd control."
2335,"weapon.Ronson50_v2.name","Ronson 50"
2336,"weapon.Ronson50_v2.desc","Nicknamed ""Boneshaker"" the 50 is an SMG that uses the LBM round making for a very manouverable yet loud and powerful small weapon."
2340,"weapon.RIATrident_v1.name","RIA Trident"
2339,"weapon.RIATrident_v1.desc","Advanced prototype hailed by Rubicon as the 'perfect weapon'. Each of its triple barrels employs a super powerful thermal, ballistic and chemical round."
2341,"weapon.HIKSM1000_v1.name","HIKS M1000"
2342,"weapon.HIKSM1000_v1.desc","Extremely heavy but extremely powerful. Fire rate of 100 large caliber rounds per second shreds any target almost instantly."
2365,"weapon.TEMPLATE-DONT-SPAWN.name","TEMPLATE-DONT-SPAWN"
2366,"weapon.TEMPLATE-DONT-SPAWN.desc","Template, do not spawn..."
2368,"weapon.PlanetStormerltdEdition_v1.name","Planet Stormer Ltd Edition"
2367,"weapon.PlanetStormerltdEdition_v1.desc","This amazing assault rifle was pulled from production for cost reasons, but reintroduced for a limited time by Critical Mass to celebrate their 100th anniversary of manufacturing top class weapons."
2369,"weapon.RonsonWPXIncinerator_v1.name","Ronson WPX Incinerator"
2370,"weapon.RonsonWPXIncinerator_v1.desc","A terrifying upgrade to the Ronson Flamethrower, the WPX shoots a longer, thinner stream of white hot fire."
2371,"weapon.HIKSA10_v1.name","HIKS A10"
2372,"weapon.HIKSA10_v1.desc","HIKS reportedly made only 2 of these weapons, one for each of the founders. Since the zombie war began however they had several hundred more made for use in elite special forces units."
2373,"weapon.DonderBus_v1.name","Donderbus"
2374,"weapon.DonderBus_v1.desc","This blunderbuss style weapon has a very wide arc of 10 projectiles, enabling it to clear a room in just a couple of shots."
2376,"weapon.RIA15SE_v1.name","RIA 15 SE"
2375,"weapon.RIA15SE_v1.desc","An elite version of most RIA SMG weapons, reserved for the idle rich. It packs so much punch Rubicon did a limited run at the request of the Trans-Fed."
2377,"weapon.Torment_v1.name","Torment"
2378,"weapon.Torment_v1.desc","Rancor have created a truly terrifying weapon in the Torment. White hot motes guided by nano-bots seek out targets automatically, pursuing them unerringly until incinerated."
2380,"weapon.CM_X-1_Furie_V2.name","CM X-1 Furie"
2379,"weapon.CM_X-1_Furie_V2.desc","Jets of molecular superacid can cause instant dissolution of organic matter and metal. Sticky nature of this substance hinders surviving targets movement considerably."
2387,"weapon.Handkanone_V1.name","Handkanone"
2388,"weapon.Handkanone_V1.desc","Teknoboom produced a limited run of what some call 'a ridiculous little gun' that can be held like a sidearm but deal damage like a fully sized grenade launcher."
2390,"weapon.CM_505_Alpha_ltd_edition_V1.name","CM 505 Alpha Ltd. Edition"
2389,"weapon.CM_505_Alpha_ltd_edition_V1.desc","This tri-bullet sabot LMG never saw mass production as the cost per unit was too high, but was reintroduced for a limited time by Critical Mass to celebrate their 100th anniversary of manufacturing top class weapons."
2392,"weapon.HIKS_S4000_V1.name","HIKS S4000"
2391,"weapon.HIKS_S4000_V1.desc","A blaster type gun used on some Starships believed to be too heavy for handheld use. HIKS had a few made for the largest and strongest members of its private security force."
2393,"weapon.VITRIOL_V1.name","Vitriol"
2394,"weapon.VITRIOL_V1.desc","Predecessor to the Poison Claw sidearm, the Vitriol was originally deemed in violation of 4 different Trans-Fed treaties for the use of chemical and biological agents in a weapon of war. Available now for a limited time."
2395,"weapon.CM_000_Kelvin_V1.name","CM 000 Kelvin"
2396,"weapon.CM_000_Kelvin_V1.desc","The worlds first and only Cryo Assault Rifle. Once deemed too fancy and expensive for regular use, the 000 Kelvin is incredibly effective against zombies of all types."
2398,"weapon.Ronson_5X5_V1.name","Ronson 5X5"
2397,"weapon.Ronson_5X5_V1.desc","The 5X5 is a shotgun from a discontinued line from Ronson. Each round contains 5 tungsten tetrahedra with more stopping power than most assault rifles. It was deemed too dangerous to control for most armed forces."
2400,"weapon.Supermarine_Alpha_Ltd_Edition_V1.name","Supermarine Alpha Ltd Edition"
2399,"weapon.Supermarine_Alpha_Ltd_Edition_V1.desc","With no expense spared, Shotlite came up with a powerful variant on their incredibly versatile Supermarine LMG for a limited release only."
2401,"weapon.RIA_8A_V1.name","RIA 8A"
2402,"weapon.RIA_8A_V1.desc","The 8A was a prototype of what became RIA 7 and was never produced commercially. Available as a limited run only, this SMG is incredibly effective."
2404,"weapon.CM_Laser_Drill_v1.name","CM Laser Drill"
2403,"weapon.CM_Laser_Drill_v1.desc","Critical Mass acquired patents for a drill that uses concentrated particle beams. This weapon is the early prototype using that technology."
2405,"weapon.CM_467_V1.name","CM 467"
2406,"weapon.CM_467_V1.desc","Light, versatile and packing a huge twin-stream energy punch, Critical Mass R&D guys went above and beyond when they built these bad boys. Deemed too intricate for mass production, grab one now while they are still available."
2408,"weapon.CM_352_Quasar_V1.name","CM 352 Quasar "
2407,"weapon.CM_352_Quasar_V1.desc","Existing only as a blueprint until recently, the Quasar is the latest high tech weapon from Critical Mass. Get it while you can."
2409,"weapon.Ricochet_V1.name","Ricochet"
2410,"weapon.Ricochet_V1.desc","The twin blade shooting bounce gun eventually became the slower-firing triple shot Shredder. A few modifications to the original prototype however produced this fearsome variant called Ricochet."
2412,"weapon.Bayonetr_V1.name","Bayonet"
2411,"weapon.Bayonetr_V1.desc","The lightest thermal assault rifle money can buy, the Bayonet never saw mainstream production due to safety concerns from overheating. The fears are unfounded however in this limited release edition."
2414,"weapon.RIA_75_V1.name","RIA 75"
2413,"weapon.RIA_75_V1.desc","Larger and more powerful version of RIA 50 Sniper Rifle. Shoots huge calibre bullets in bursts of 3, capable of damaging the most heavily armoured targets."
2416,"weapon.HIKS_888_CAW_V1.name","HIKS 888 CAW"
2415,"weapon.HIKS_888_CAW_V1.desc","EM acceleration from this gun can send a projectile through just about any target including walls. Highly experimental, highly powerful."
2422,"weapon.Zerfallen_V1.name","Zerfallen"
2421,"weapon.Zerfallen_V1.desc","Since the start of the zombie war, Teknoboom developed the most dangerous handheld gun known to man. While half as effective on larger targets, the Zerfallen utilizes the extraordinary JOLT technology to vaporize any number of lesser zombies instantly."
2424,"weapon.CM_Proton_Arc_V1.name","CM Proton Arc"
2423,"weapon.CM_Proton_Arc_V1.desc","A stream of charged particles seeks the single nearest hostile target and locks onto them until they are fried. The Proton Arc makes eliminating powerful enemies very easy indeed."
2426,"weapon.Banshee_V1.name","Banshee"
2425,"weapon.Banshee_V1.desc","Intellegent seeking rounds with EXTREMELY wide spread in Shotlite's prototype Banshee SMG, wears down large groups of enemy hostiles with mass confusion."
2428,"weapon.Ahab_V1.name","Ahab"
2427,"weapon.Ahab_V1.desc","Large harpoon projectiles skewer their mark, both hindering movement greatly and causing a mass hemorrhaging of blood"
2431,"weapon.Contagion_V1.name","Contagion"
2432,"weapon.Contagion_V1.desc","While it may not pack the punch of the average LMG, Rancor's Contagion unleashes a powerful burst of chemicals upon impact raining acidic doom over a small area."
2433,"weapon.Calamity_V1.name","Calamity"
2434,"weapon.Calamity_V1.desc","A truely terrifying weapon, each pull of the trigger launches a quick burst of 5 incindiary rockets incinerating anything they come into contact with."
2435,"weapon.CM_369_Starfury_V1.name","CM 369 Starfury"
2436,"weapon.CM_369_Starfury_V1.desc","Rather than piercing the Starfury's projectiles fragment upon impact, splitting off in random directions and hitting anything too close."
2437,"weapon.MGL_V1.name","T-189 MGL"
2438,"weapon.MGL_V1.desc","The perfect tool for propelling any specialist's augmented grenades. Lobs frag grenades to bounce off obstacles and explode after a small delay or upon contact."
2439,"weapon.Banshee_V1.name","SomeSorta'Hive'VariationLol"
2440,"weapon.Banshee_V1.desc","Pretty much looks like it shoots bees"
710,"EquipmentMod.grade.3.message","damage (d)"
706,"weaponMod.Damage(d).details","Deadly"
378,"weaponMod.null.grade.1.message","Not set"
392,"weaponMod.null.grade.2.message","Not set"
387,"weaponMod.null.grade.3.message","Not set"
335,"weaponMod.null.grade.4.message","Not set"
293,"weaponMod.null.grade.5.message","Not set"
385,"weaponMod.null.grade.6.message","Not set"
356,"weaponMod.null.grade.7.message","Not set"
324,"weaponMod.null.grade.8.message","Not set"
386,"weaponMod.null.grade.9.message","Not set"
377,"weaponMod.null.grade.10.message","Not set"
2111,"weaponMod.null.grade.11.message","Not set"
2119,"weaponMod.null.grade.12.message","Not set"
703,"weaponMod.Pierce(p).name","pierce (p)"
721,"EquipmentMod.grade.4.message","Piercing"
300,"weaponMod.null.grade.1.message","Not set"
334,"weaponMod.null.grade.2.message","Not set"
373,"weaponMod.null.grade.3.message","Not set"
362,"weaponMod.null.grade.4.message","Not set"
343,"weaponMod.null.grade.5.message","Not set"
346,"weaponMod.null.grade.6.message","Not set"
369,"weaponMod.null.grade.7.message","Not set"
317,"weaponMod.null.grade.8.message","Not set"
316,"weaponMod.null.grade.9.message","Not set"
381,"weaponMod.null.grade.10.message","Not set"
2105,"weaponMod.null.grade.11.message","Not set"
2126,"weaponMod.null.grade.12.message","Not set"
704,"weaponMod.Range(n).name","range (n)"
730,"EquipmentMod.grade.9.message","Enhanced Range"
336,"weaponMod.null.grade.1.message","Not set"
296,"weaponMod.null.grade.2.message","Not set"
323,"weaponMod.null.grade.3.message","Not set"
325,"weaponMod.null.grade.4.message","Not set"
298,"weaponMod.null.grade.5.message","Not set"
405,"weaponMod.null.grade.6.message","Not set"
359,"weaponMod.null.grade.7.message","Not set"
358,"weaponMod.null.grade.8.message","Not set"
408,"weaponMod.null.grade.9.message","Not set"
306,"weaponMod.null.grade.10.message","Not set"
2109,"weaponMod.null.grade.11.message","Not set"
2108,"weaponMod.null.grade.12.message","Not set"
719,"EquipmentMod.grade.10.message","aoe (a)"
727,"EquipmentMod.grade.4.message","Enlarged"
388,"weaponMod.null.grade.1.message","Not set"
398,"weaponMod.null.grade.2.message","Not set"
372,"weaponMod.null.grade.3.message","Not set"
406,"weaponMod.null.grade.4.message","Not set"
394,"weaponMod.null.grade.5.message","Not set"
301,"weaponMod.null.grade.6.message","Not set"
342,"weaponMod.null.grade.7.message","Not set"
302,"weaponMod.null.grade.8.message","Not set"
305,"weaponMod.null.grade.9.message","Not set"
312,"weaponMod.null.grade.10.message","Not set"
2118,"weaponMod.null.grade.11.message","Not set"
2107,"weaponMod.null.grade.12.message","Not set"
698,"weaponMod.Spread(s).name","spread (s)"
718,"EquipmentMod.grade.5.message","Pinpoint"
395,"weaponMod.null.grade.1.message","Not set"
380,"weaponMod.null.grade.2.message","Not set"
401,"weaponMod.null.grade.3.message","Not set"
328,"weaponMod.null.grade.4.message","Not set"
368,"weaponMod.null.grade.5.message","Not set"
351,"weaponMod.null.grade.6.message","Not set"
303,"weaponMod.null.grade.7.message","Not set"
309,"weaponMod.null.grade.8.message","Not set"
403,"weaponMod.null.grade.9.message","Not set"
361,"weaponMod.null.grade.10.message","Not set"
2120,"weaponMod.null.grade.11.message","Not set"
2103,"weaponMod.null.grade.12.message","Not set"
717,"EquipmentMod.grade.8.message","rate of fire (r)"
728,"EquipmentMod.grade.6.message","Overclocked"
355,"weaponMod.null.grade.1.message","Not set"
409,"weaponMod.null.grade.2.message","Not set"
340,"weaponMod.null.grade.3.message","Not set"
399,"weaponMod.null.grade.4.message","Not set"
319,"weaponMod.null.grade.5.message","Not set"
404,"weaponMod.null.grade.6.message","Not set"
326,"weaponMod.null.grade.7.message","Not set"
348,"weaponMod.null.grade.8.message","Not set"
315,"weaponMod.null.grade.9.message","Not set"
297,"weaponMod.null.grade.10.message","Not set"
2115,"weaponMod.null.grade.11.message","Not set"
2112,"weaponMod.null.grade.12.message","Not set"
707,"weaponMod.Dotdamage.name","dot damage"
699,"weaponMod.Dotdamage.details","Tenacious"
313,"weaponMod.null.grade.1.message","Not set"
402,"weaponMod.null.grade.2.message","Not set"
374,"weaponMod.null.grade.3.message","Not set"
407,"weaponMod.null.grade.4.message","Not set"
396,"weaponMod.null.grade.5.message","Not set"
338,"weaponMod.null.grade.6.message","Not set"
318,"weaponMod.null.grade.7.message","Not set"
389,"weaponMod.null.grade.8.message","Not set"
353,"weaponMod.null.grade.9.message","Not set"
383,"weaponMod.null.grade.10.message","Not set"
2104,"weaponMod.null.grade.11.message","Not set"
2125,"weaponMod.null.grade.12.message","Not set"
696,"weaponMod.Clipsize(c).name","clip size (c)"
697,"weaponMod.Clipsize(c).details","Capacity"
400,"weaponMod.null.grade.1.message","Not set"
339,"weaponMod.null.grade.2.message","Not set"
366,"weaponMod.null.grade.3.message","Not set"
379,"weaponMod.null.grade.4.message","Not set"
365,"weaponMod.null.grade.5.message","Not set"
295,"weaponMod.null.grade.6.message","Not set"
376,"weaponMod.null.grade.7.message","Not set"
350,"weaponMod.null.grade.8.message","Not set"
371,"weaponMod.null.grade.9.message","Not set"
307,"weaponMod.null.grade.10.message","Not set"
2123,"weaponMod.null.grade.11.message","Not set"
2116,"weaponMod.null.grade.12.message","Not set"
724,"EquipmentMod.grade.6.message","reload time (tr)"
709,"EquipmentMod.grade.2.message","Race Modded"
322,"weaponMod.null.grade.1.message","Not set"
333,"weaponMod.null.grade.2.message","Not set"
391,"weaponMod.null.grade.3.message","Not set"
337,"weaponMod.null.grade.4.message","Not set"
311,"weaponMod.null.grade.5.message","Not set"
327,"weaponMod.null.grade.6.message","Not set"
320,"weaponMod.null.grade.7.message","Not set"
321,"weaponMod.null.grade.8.message","Not set"
291,"weaponMod.null.grade.9.message","Not set"
390,"weaponMod.null.grade.10.message","Not set"
2122,"weaponMod.null.grade.11.message","Not set"
2113,"weaponMod.null.grade.12.message","Not set"
726,"EquipmentMod.grade.9.message","movement penalty (m)"
702,"weaponMod.Movementpenalty(m).details","Skeletonized"
329,"weaponMod.null.grade.1.message","Not set"
360,"weaponMod.null.grade.2.message","Not set"
299,"weaponMod.null.grade.3.message","Not set"
352,"weaponMod.null.grade.4.message","Not set"
330,"weaponMod.null.grade.5.message","Not set"
310,"weaponMod.null.grade.6.message","Not set"
304,"weaponMod.null.grade.7.message","Not set"
393,"weaponMod.null.grade.8.message","Not set"
345,"weaponMod.null.grade.9.message","Not set"
314,"weaponMod.null.grade.10.message","Not set"
2110,"weaponMod.null.grade.11.message","Not set"
2121,"weaponMod.null.grade.12.message","Not set"
722,"EquipmentMod.grade.7.message","projectile speed"
720,"EquipmentMod.grade.3.message","Accelerated"
367,"weaponMod.null.grade.1.message","Not set"
344,"weaponMod.null.grade.2.message","Not set"
341,"weaponMod.null.grade.3.message","Not set"
410,"weaponMod.null.grade.4.message","Not set"
331,"weaponMod.null.grade.5.message","Not set"
363,"weaponMod.null.grade.6.message","Not set"
382,"weaponMod.null.grade.7.message","Not set"
375,"weaponMod.null.grade.8.message","Not set"
292,"weaponMod.null.grade.9.message","Not set"
347,"weaponMod.null.grade.10.message","Not set"
2114,"weaponMod.null.grade.11.message","Not set"
2106,"weaponMod.null.grade.12.message","Not set"
708,"EquipmentMod.grade.7.message","automatic(u)"
701,"weaponMod.Automatic(u).details","Automatic"
354,"weaponMod.null.grade.1.message","Not set"
384,"weaponMod.null.grade.2.message","Not set"
294,"weaponMod.null.grade.3.message","Not set"
332,"weaponMod.null.grade.4.message","Not set"
357,"weaponMod.null.grade.5.message","Not set"
308,"weaponMod.null.grade.6.message","Not set"
370,"weaponMod.null.grade.7.message","Not set"
349,"weaponMod.null.grade.8.message","Not set"
397,"weaponMod.null.grade.9.message","Not set"
364,"weaponMod.null.grade.10.message","Not set"
2117,"weaponMod.null.grade.11.message","Not set"
2124,"weaponMod.null.grade.12.message","Not set"
665,"equipment.HVMKevlarGloves_v1.name","HVM Kevlar Gloves"
607,"equipment.HVMKevlarGloves_v1.desc","Standard issue special forces 4th Millenium Gloves."
636,"equipment.GrapheneCombatHood_v1.name","Graphene Combat Hood"
616,"equipment.GrapheneCombatHood_v1.desc","Comes equipped with hardened graphene goggles for near perfect unimpeded vision."
652,"equipment.RASSFV-7A_v1.name","Special Forces Vest"
639,"equipment.RASSFV-7A_v1.desc","Vest - Rated 7A for bullet proofness, explosives, cuts, stabs and impacts. Provides medium level protection from heat and toxic sources too."
613,"equipment.HVMKevlarVest_v1.name","HVM Kevlar Vest"
629,"equipment.HVMKevlarVest_v1.desc","Standard issue special forces 4th Millenium Body Suit."
667,"equipment.RASGTG-4A_v1.name","Trooper Gloves"
655,"equipment.RASGTG-4A_v1.desc","Gloves - Rated 4A for bullet proofness, explosives, cuts, stabs and impacts."
640,"equipment.GrapheneBoots_v1.name","Graphene Boots"
645,"equipment.GrapheneBoots_v1.desc","Graphene lined combat boots. Come in hard or soft sole depending on requirements."
661,"equipment.RASGTV-4A_v1.name","Trooper Vest"
627,"equipment.RASGTV-4A_v1.desc","Vest - Rated 4A for bullet proofness, explosives, cuts, stabs and impacts."
618,"equipment.RubiconPowerAssist_v1.name","Rubicon Power Assist"
660,"equipment.RubiconPowerAssist_v1.desc","Power assisted suit allows for faster movement than normal while still providing excellent body armour protection."
662,"equipment.R1InterceptorHelm_v1.name","R1 Interceptor Helm"
608,"equipment.R1InterceptorHelm_v1.desc","Dynamic heat and light reflectivity adjusts to the conditions keeping the wearer comfortable and safe under extreme heat conditions."
635,"equipment.RASSFH-7A_v1.name","Special Forces Helmet"
623,"equipment.RASSFH-7A_v1.desc","Helmet - Rated 7A for bullet proofness, explosives, cuts, stabs and impacts. Provides medium level protection from heat and toxic sources too."
611,"equipment.HVMKevlarPants_v1.name","HVM Kevlar Pants"
647,"equipment.HVMKevlarPants_v1.desc","Standard issue special forces 4th Millenium Kevlar Pants."
651,"equipment.RASGTB-4A_v1.name","Trooper Boots"
615,"equipment.RASGTB-4A_v1.desc","Boots - Rated 4A for bullet proofness, explosives, cuts, stabs and impacts."
656,"equipment.RASGTH-4A_v1.name","Trooper Helmet"
641,"equipment.RASGTH-4A_v1.desc","Helmet - Rated 4A for bullet proofness, explosives, cuts, stabs and impacts."
630,"equipment.TitanIDS01_v1.name","Titan IDS 01"
637,"equipment.TitanIDS01_v1.desc","Intuitive Dexterity System enables good hand protection and faster reload of weapons."
619,"equipment.RASHTV-7_v1.name","Heavy Trooper Vest"
643,"equipment.RASHTV-7_v1.desc","Heavy Troops Vest - the only armor to be rated full 7 for bullet proofness, explosives, cuts, stabs and impacts. Provides high protection from heat and toxic sources too."
625,"equipment.GrapheneGloves_v1.name","Graphene Gloves"
658,"equipment.GrapheneGloves_v1.desc","The protection of heavy body armor with the dexterity and flexibility of bare hands."
622,"equipment.HVMCombatBoots_v1.name","HVM Combat Boots"
668,"equipment.HVMCombatBoots_v1.desc","Standard issue special forces 4th Millenium Combat Boots."
653,"equipment.GrapheneBodySuitTop_v1.name","Graphene Body Suit Top"
659,"equipment.GrapheneBodySuitTop_v1.desc","Vital areas reinforced with thicker layers for added protection."
605,"equipment.RASSFB-7A_v1.name","Special Forces Boots"
631,"equipment.RASSFB-7A_v1.desc","Boots - Rated 7A for bullet proofness, explosives, cuts, stabs and impacts. Provides medium level protection from heat and toxic sources too."
654,"equipment.R6FlamejugglerGloves_v1.name","R6 Flamejuggler Gloves"
621,"equipment.R6FlamejugglerGloves_v1.desc","Flame proof, bullet proof but still flexible and tight fitting."
642,"equipment.R4GuardianVest_v1.name","R4 Guardian Vest"
612,"equipment.R4GuardianVest_v1.desc","8 Alternating layers of bullet proof and impact resistant material with heat proof mesh mean this vest will keep just about anything out."
666,"equipment.TitanIRNHUD_v1.name","Titan IRN HUD"
657,"equipment.TitanIRNHUD_v1.desc","Iris Responsive Nano Heads Up Display provides zoom and auto target priority assessment."
614,"equipment.R7GuardianPants_v1.name","R7 Guardian Pants"
626,"equipment.R7GuardianPants_v1.desc","6 Alternating layers of bullet proof and impact resistant material with heat proof mesh results in a flexible but effective piece of armour."
624,"equipment.TitanMEMTrooper_v1.name","Titan MEM Trooper"
617,"equipment.TitanMEMTrooper_v1.desc","Titan Mechanically Enhanced Movement nullifies the bulk of this superior leg armour."
663,"equipment.R8HuntsmanBoots_v1.name","R8 Huntsman Boots"
664,"equipment.R8HuntsmanBoots_v1.desc","Rated to 1700 Kelvin heat resistance, the wearer could walk through molten steel with minimal foot injury."
638,"equipment.TitanTeslashock_v1.name","Titan Teslashock"
648,"equipment.TitanTeslashock_v1.desc","Delivers deadly electric charge to anything making physical contact."
610,"equipment.TitanMEMSprint_v1.name","Titan MEM Sprint"
646,"equipment.TitanMEMSprint_v1.desc","Titan Mechanically Enhanced Movement Sprint includes biocalibrated foam allowing for much faster movement."
620,"equipment.HVMKevlarHelmet_v1.name","HVM Kevlar Helmet"
649,"equipment.HVMKevlarHelmet_v1.desc","Standard issue special forces 4th Millenium Helmet."
606,"equipment.RASSFT-7A_v1.name","Special Forces Pants"
644,"equipment.RASSFT-7A_v1.desc","Trousers - Rated 7A for bullet proofness, explosives, cuts, stabs and impacts. Provides medium level protection from heat and toxic sources too."
633,"equipment.GrapheneBodySuitBottom_v1.name","Graphene Body Suit Bottom"
634,"equipment.GrapheneBodySuitBottom_v1.desc","Vital areas reinforced with thicker layers for added protection."
650,"equipment.RASSFG-7A_v1.name","Special Forces Gloves"
609,"equipment.RASSFG-7A_v1.desc","Gloves - Rated 7A for bullet proofness, explosives, cuts, stabs and impacts. Provides medium level protection from heat and toxic sources too."
632,"equipment.RASGTT-4A_v1.name","Trooper Pants"
628,"equipment.RASGTT-4A_v1.desc","Trousers - Rated 4A for bullet proofness, explosives, cuts, stabs and impacts."
1946,"equipment.TitanIRNHUD_v2.name","Titan IRN HUD"
1924,"equipment.TitanIRNHUD_v2.desc","Iris Responsive Nano Heads Up Display provides zoom and auto target priority assessment."
1909,"equipment.HVMCombatBoots_v2.name","HVM Combat Boots"
1927,"equipment.HVMCombatBoots_v2.desc","Standard issue special forces 4th Millenium Combat Boots."
1896,"equipment.RASSFG-7A_v2.name","Special Forces Gloves"
1943,"equipment.RASSFG-7A_v2.desc","Gloves - Rated 7A for bullet proofness, explosives, cuts, stabs and impacts. Provides medium level protection from heat and toxic sources too."
1919,"equipment.RASGTG-4A_v2.name","Trooper Gloves"
1973,"equipment.RASGTG-4A_v2.desc","Gloves - Rated 4A for bullet proofness, explosives, cuts, stabs and impacts."
1920,"equipment.GrapheneGloves_v2.name","Graphene Gloves"
1950,"equipment.GrapheneGloves_v2.desc","The protection of heavy body armor with the dexterity and flexibility of bare hands."
1921,"equipment.TitanIDS01_v2.name","Titan IDS 01"
1931,"equipment.TitanIDS01_v2.desc","Intuitive Dexterity System enables good hand protection and faster reload of weapons."
1945,"equipment.R1InterceptorHelm_v2.name","R1 Interceptor Helm"
1922,"equipment.R1InterceptorHelm_v2.desc","Dynamic heat and light reflectivity adjusts to the conditions keeping the wearer comfortable and safe under extreme heat conditions."
1916,"equipment.RubiconPowerAssist_v2.name","Rubicon Power Assist"
1890,"equipment.RubiconPowerAssist_v2.desc","Power assisted suit allows for faster movement than normal while still providing excellent body armour protection."
1967,"equipment.R7GuardianPants_v2.name","R7 Guardian Pants"
1948,"equipment.R7GuardianPants_v2.desc","6 Alternating layers of bullet proof and impact resistant material with heat proof mesh results in a flexible but effective piece of armour."
1899,"equipment.GrapheneCombatHood_v2.name","Graphene Combat Hood"
1958,"equipment.GrapheneCombatHood_v2.desc","Comes equipped with hardened graphene goggles for near perfect unimpeded vision."
1954,"equipment.R8HuntsmanBoots_v2.name","R8 Huntsman Boots"
1937,"equipment.R8HuntsmanBoots_v2.desc","Rated to 1700 Kelvin heat resistance, the wearer could walk through molten steel with minimal foot injury."
1968,"equipment.R4GuardianVest_v2.name","R4 Guardian Vest"
1923,"equipment.R4GuardianVest_v2.desc","8 Alternating layers of bullet proof and impact resistant material with heat proof mesh mean this vest will keep just about anything out."
1902,"equipment.HVMKevlarVest_v2.name","HVM Kevlar Vest"
1944,"equipment.HVMKevlarVest_v2.desc","Standard issue special forces 4th Millenium Body Suit."
1891,"equipment.RASSFH-7A_v2.name","Special Forces Helmet"
1932,"equipment.RASSFH-7A_v2.desc","Helmet - Rated 7A for bullet proofness, explosives, cuts, stabs and impacts. Provides medium level protection from heat and toxic sources too."
1904,"equipment.ShotliteStarwalkBoots_v1.name","Shotlite Starwalk Boots"
1966,"equipment.ShotliteStarwalkBoots_v1.desc","Nanotechnology gives slight running performance enhancement."
1961,"equipment.ShotliteHummingbirdG1_v2.name","Shotlite Hummingbird G1"
1917,"equipment.ShotliteHummingbirdG1_v2.desc","Hummingbird series armor uses Shotlite's ""Solid Air"" technology to create incredibly light armour pieces with high physical and thermal resilience."
1941,"equipment.HVMKevlarGloves_v2.name","HVM Kevlar Gloves"
1957,"equipment.HVMKevlarGloves_v2.desc","Standard issue special forces 4th Millenium Gloves."
1898,"equipment.HVMKevlarPants_v2.name","HVM Kevlar Pants"
1895,"equipment.HVMKevlarPants_v2.desc","Standard issue special forces 4th Millenium Kevlar Pants."
1970,"equipment.RASGTV-4A_v2.name","Trooper Vest"
1913,"equipment.RASGTV-4A_v2.desc","Vest - Rated 4A for bullet proofness, explosives, cuts, stabs and impacts."
1900,"equipment.RASSFB-7A_v2.name","Special Forces Boots"
1933,"equipment.RASSFB-7A_v2.desc","Boots - Rated 7A for bullet proofness, explosives, cuts, stabs and impacts. Provides medium level protection from heat and toxic sources too."
1965,"equipment.ShotliteStarwalkBoots_v2.name","Shotlite Starwalk Boots"
